,filename,x,y,w,h,images
85,20.jpg,326,247,332,357,"[[[140 194 230]
  [141 195 231]
  [141 195 231]
  ...
  [ 22  41  71]
  [ 25  44  74]
  [ 26  45  75]]

 [[140 194 230]
  [141 195 231]
  [141 195 231]
  ...
  [ 22  41  71]
  [ 24  43  73]
  [ 26  45  75]]

 [[141 195 231]
  [141 195 231]
  [141 195 231]
  ...
  [ 22  41  71]
  [ 24  43  73]
  [ 25  44  74]]

 ...

 [[ 85 111 136]
  [ 77 103 128]
  [ 76 102 127]
  ...
  [ 34  61  88]
  [ 33  60  87]
  [ 32  59  86]]

 [[ 89 115 140]
  [ 83 109 134]
  [ 84 110 135]
  ...
  [ 36  63  90]
  [ 35  62  89]
  [ 35  62  89]]

 [[ 99 125 150]
  [ 92 118 143]
  [ 89 115 140]
  ...
  [ 38  65  92]
  [ 38  65  92]
  [ 38  65  92]]]"
86,20.jpg,290,525,75,118,"[[[140 194 230]
  [141 195 231]
  [141 195 231]
  ...
  [ 22  41  71]
  [ 25  44  74]
  [ 26  45  75]]

 [[140 194 230]
  [141 195 231]
  [141 195 231]
  ...
  [ 22  41  71]
  [ 24  43  73]
  [ 26  45  75]]

 [[141 195 231]
  [141 195 231]
  [141 195 231]
  ...
  [ 22  41  71]
  [ 24  43  73]
  [ 25  44  74]]

 ...

 [[ 85 111 136]
  [ 77 103 128]
  [ 76 102 127]
  ...
  [ 34  61  88]
  [ 33  60  87]
  [ 32  59  86]]

 [[ 89 115 140]
  [ 83 109 134]
  [ 84 110 135]
  ...
  [ 36  63  90]
  [ 35  62  89]
  [ 35  62  89]]

 [[ 99 125 150]
  [ 92 118 143]
  [ 89 115 140]
  ...
  [ 38  65  92]
  [ 38  65  92]
  [ 38  65  92]]]"
87,20.jpg,501,355,182,114,"[[[140 194 230]
  [141 195 231]
  [141 195 231]
  ...
  [ 22  41  71]
  [ 25  44  74]
  [ 26  45  75]]

 [[140 194 230]
  [141 195 231]
  [141 195 231]
  ...
  [ 22  41  71]
  [ 24  43  73]
  [ 26  45  75]]

 [[141 195 231]
  [141 195 231]
  [141 195 231]
  ...
  [ 22  41  71]
  [ 24  43  73]
  [ 25  44  74]]

 ...

 [[ 85 111 136]
  [ 77 103 128]
  [ 76 102 127]
  ...
  [ 34  61  88]
  [ 33  60  87]
  [ 32  59  86]]

 [[ 89 115 140]
  [ 83 109 134]
  [ 84 110 135]
  ...
  [ 36  63  90]
  [ 35  62  89]
  [ 35  62  89]]

 [[ 99 125 150]
  [ 92 118 143]
  [ 89 115 140]
  ...
  [ 38  65  92]
  [ 38  65  92]
  [ 38  65  92]]]"
88,21.jpg,373,250,437,37,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]"
89,21.jpg,524,295,410,455,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]"
90,21.jpg,881,218,57,64,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]"
91,21.jpg,485,171,341,65,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]"
92,22.jpg,619,316,183,243,"[[[137 161 209]
  [135 159 207]
  [131 158 205]
  ...
  [167 198 182]
  [159 190 174]
  [156 187 171]]

 [[138 162 210]
  [137 161 207]
  [135 159 207]
  ...
  [163 196 179]
  [156 189 172]
  [155 188 171]]

 [[157 179 226]
  [156 179 223]
  [154 176 223]
  ...
  [156 193 176]
  [151 188 171]
  [153 190 173]]

 ...

 [[ 58 105 125]
  [ 53 100 120]
  [ 48  93 114]
  ...
  [ 11  24  30]
  [ 10  23  29]
  [  9  22  28]]

 [[ 60 109 126]
  [ 56 103 119]
  [ 52  98 114]
  ...
  [ 10  23  29]
  [  7  20  26]
  [  6  19  25]]

 [[ 57 106 121]
  [ 53 102 117]
  [ 50  96 111]
  ...
  [  9  22  28]
  [  6  19  25]
  [  4  17  23]]]"
93,22.jpg,811,474,64,70,"[[[137 161 209]
  [135 159 207]
  [131 158 205]
  ...
  [167 198 182]
  [159 190 174]
  [156 187 171]]

 [[138 162 210]
  [137 161 207]
  [135 159 207]
  ...
  [163 196 179]
  [156 189 172]
  [155 188 171]]

 [[157 179 226]
  [156 179 223]
  [154 176 223]
  ...
  [156 193 176]
  [151 188 171]
  [153 190 173]]

 ...

 [[ 58 105 125]
  [ 53 100 120]
  [ 48  93 114]
  ...
  [ 11  24  30]
  [ 10  23  29]
  [  9  22  28]]

 [[ 60 109 126]
  [ 56 103 119]
  [ 52  98 114]
  ...
  [ 10  23  29]
  [  7  20  26]
  [  6  19  25]]

 [[ 57 106 121]
  [ 53 102 117]
  [ 50  96 111]
  ...
  [  9  22  28]
  [  6  19  25]
  [  4  17  23]]]"
94,22.jpg,743,121,79,134,"[[[137 161 209]
  [135 159 207]
  [131 158 205]
  ...
  [167 198 182]
  [159 190 174]
  [156 187 171]]

 [[138 162 210]
  [137 161 207]
  [135 159 207]
  ...
  [163 196 179]
  [156 189 172]
  [155 188 171]]

 [[157 179 226]
  [156 179 223]
  [154 176 223]
  ...
  [156 193 176]
  [151 188 171]
  [153 190 173]]

 ...

 [[ 58 105 125]
  [ 53 100 120]
  [ 48  93 114]
  ...
  [ 11  24  30]
  [ 10  23  29]
  [  9  22  28]]

 [[ 60 109 126]
  [ 56 103 119]
  [ 52  98 114]
  ...
  [ 10  23  29]
  [  7  20  26]
  [  6  19  25]]

 [[ 57 106 121]
  [ 53 102 117]
  [ 50  96 111]
  ...
  [  9  22  28]
  [  6  19  25]
  [  4  17  23]]]"
95,22.jpg,906,195,114,212,"[[[137 161 209]
  [135 159 207]
  [131 158 205]
  ...
  [167 198 182]
  [159 190 174]
  [156 187 171]]

 [[138 162 210]
  [137 161 207]
  [135 159 207]
  ...
  [163 196 179]
  [156 189 172]
  [155 188 171]]

 [[157 179 226]
  [156 179 223]
  [154 176 223]
  ...
  [156 193 176]
  [151 188 171]
  [153 190 173]]

 ...

 [[ 58 105 125]
  [ 53 100 120]
  [ 48  93 114]
  ...
  [ 11  24  30]
  [ 10  23  29]
  [  9  22  28]]

 [[ 60 109 126]
  [ 56 103 119]
  [ 52  98 114]
  ...
  [ 10  23  29]
  [  7  20  26]
  [  6  19  25]]

 [[ 57 106 121]
  [ 53 102 117]
  [ 50  96 111]
  ...
  [  9  22  28]
  [  6  19  25]
  [  4  17  23]]]"
96,22.jpg,455,314,177,219,"[[[137 161 209]
  [135 159 207]
  [131 158 205]
  ...
  [167 198 182]
  [159 190 174]
  [156 187 171]]

 [[138 162 210]
  [137 161 207]
  [135 159 207]
  ...
  [163 196 179]
  [156 189 172]
  [155 188 171]]

 [[157 179 226]
  [156 179 223]
  [154 176 223]
  ...
  [156 193 176]
  [151 188 171]
  [153 190 173]]

 ...

 [[ 58 105 125]
  [ 53 100 120]
  [ 48  93 114]
  ...
  [ 11  24  30]
  [ 10  23  29]
  [  9  22  28]]

 [[ 60 109 126]
  [ 56 103 119]
  [ 52  98 114]
  ...
  [ 10  23  29]
  [  7  20  26]
  [  6  19  25]]

 [[ 57 106 121]
  [ 53 102 117]
  [ 50  96 111]
  ...
  [  9  22  28]
  [  6  19  25]
  [  4  17  23]]]"
97,22.jpg,797,331,40,421,"[[[137 161 209]
  [135 159 207]
  [131 158 205]
  ...
  [167 198 182]
  [159 190 174]
  [156 187 171]]

 [[138 162 210]
  [137 161 207]
  [135 159 207]
  ...
  [163 196 179]
  [156 189 172]
  [155 188 171]]

 [[157 179 226]
  [156 179 223]
  [154 176 223]
  ...
  [156 193 176]
  [151 188 171]
  [153 190 173]]

 ...

 [[ 58 105 125]
  [ 53 100 120]
  [ 48  93 114]
  ...
  [ 11  24  30]
  [ 10  23  29]
  [  9  22  28]]

 [[ 60 109 126]
  [ 56 103 119]
  [ 52  98 114]
  ...
  [ 10  23  29]
  [  7  20  26]
  [  6  19  25]]

 [[ 57 106 121]
  [ 53 102 117]
  [ 50  96 111]
  ...
  [  9  22  28]
  [  6  19  25]
  [  4  17  23]]]"
98,22.jpg,463,263,324,88,"[[[137 161 209]
  [135 159 207]
  [131 158 205]
  ...
  [167 198 182]
  [159 190 174]
  [156 187 171]]

 [[138 162 210]
  [137 161 207]
  [135 159 207]
  ...
  [163 196 179]
  [156 189 172]
  [155 188 171]]

 [[157 179 226]
  [156 179 223]
  [154 176 223]
  ...
  [156 193 176]
  [151 188 171]
  [153 190 173]]

 ...

 [[ 58 105 125]
  [ 53 100 120]
  [ 48  93 114]
  ...
  [ 11  24  30]
  [ 10  23  29]
  [  9  22  28]]

 [[ 60 109 126]
  [ 56 103 119]
  [ 52  98 114]
  ...
  [ 10  23  29]
  [  7  20  26]
  [  6  19  25]]

 [[ 57 106 121]
  [ 53 102 117]
  [ 50  96 111]
  ...
  [  9  22  28]
  [  6  19  25]
  [  4  17  23]]]"
99,22.jpg,424,388,43,203,"[[[137 161 209]
  [135 159 207]
  [131 158 205]
  ...
  [167 198 182]
  [159 190 174]
  [156 187 171]]

 [[138 162 210]
  [137 161 207]
  [135 159 207]
  ...
  [163 196 179]
  [156 189 172]
  [155 188 171]]

 [[157 179 226]
  [156 179 223]
  [154 176 223]
  ...
  [156 193 176]
  [151 188 171]
  [153 190 173]]

 ...

 [[ 58 105 125]
  [ 53 100 120]
  [ 48  93 114]
  ...
  [ 11  24  30]
  [ 10  23  29]
  [  9  22  28]]

 [[ 60 109 126]
  [ 56 103 119]
  [ 52  98 114]
  ...
  [ 10  23  29]
  [  7  20  26]
  [  6  19  25]]

 [[ 57 106 121]
  [ 53 102 117]
  [ 50  96 111]
  ...
  [  9  22  28]
  [  6  19  25]
  [  4  17  23]]]"
100,23.jpg,523,448,329,281,"[[[ 86  85  90]
  [ 86  85  90]
  [ 86  86  88]
  ...
  [ 45  46  50]
  [ 43  47  50]
  [ 43  47  50]]

 [[ 87  86  91]
  [ 87  86  91]
  [ 87  87  89]
  ...
  [ 45  46  50]
  [ 43  47  50]
  [ 43  47  50]]

 [[ 89  88  93]
  [ 89  88  93]
  [ 88  88  90]
  ...
  [ 45  46  50]
  [ 43  47  50]
  [ 43  47  50]]

 ...

 [[128 129 124]
  [128 129 124]
  [127 128 123]
  ...
  [144 126 112]
  [145 127 113]
  [145 127 113]]

 [[128 129 124]
  [127 128 123]
  [126 127 122]
  ...
  [145 127 113]
  [145 127 113]
  [145 127 113]]

 [[128 129 124]
  [127 128 123]
  [126 127 122]
  ...
  [146 128 114]
  [146 128 114]
  [146 128 114]]]"
101,23.jpg,284,668,464,340,"[[[ 86  85  90]
  [ 86  85  90]
  [ 86  86  88]
  ...
  [ 45  46  50]
  [ 43  47  50]
  [ 43  47  50]]

 [[ 87  86  91]
  [ 87  86  91]
  [ 87  87  89]
  ...
  [ 45  46  50]
  [ 43  47  50]
  [ 43  47  50]]

 [[ 89  88  93]
  [ 89  88  93]
  [ 88  88  90]
  ...
  [ 45  46  50]
  [ 43  47  50]
  [ 43  47  50]]

 ...

 [[128 129 124]
  [128 129 124]
  [127 128 123]
  ...
  [144 126 112]
  [145 127 113]
  [145 127 113]]

 [[128 129 124]
  [127 128 123]
  [126 127 122]
  ...
  [145 127 113]
  [145 127 113]
  [145 127 113]]

 [[128 129 124]
  [127 128 123]
  [126 127 122]
  ...
  [146 128 114]
  [146 128 114]
  [146 128 114]]]"
102,23.jpg,715,534,270,190,"[[[ 86  85  90]
  [ 86  85  90]
  [ 86  86  88]
  ...
  [ 45  46  50]
  [ 43  47  50]
  [ 43  47  50]]

 [[ 87  86  91]
  [ 87  86  91]
  [ 87  87  89]
  ...
  [ 45  46  50]
  [ 43  47  50]
  [ 43  47  50]]

 [[ 89  88  93]
  [ 89  88  93]
  [ 88  88  90]
  ...
  [ 45  46  50]
  [ 43  47  50]
  [ 43  47  50]]

 ...

 [[128 129 124]
  [128 129 124]
  [127 128 123]
  ...
  [144 126 112]
  [145 127 113]
  [145 127 113]]

 [[128 129 124]
  [127 128 123]
  [126 127 122]
  ...
  [145 127 113]
  [145 127 113]
  [145 127 113]]

 [[128 129 124]
  [127 128 123]
  [126 127 122]
  ...
  [146 128 114]
  [146 128 114]
  [146 128 114]]]"
103,24.jpg,551,578,131,45,"[[[54 42 30]
  [56 44 32]
  [58 46 34]
  ...
  [38 18 20]
  [38 16 18]
  [38 16 18]]

 [[61 49 37]
  [61 49 37]
  [61 49 37]
  ...
  [37 17 19]
  [40 18 20]
  [40 18 20]]

 [[64 52 40]
  [62 50 38]
  [59 46 37]
  ...
  [36 16 18]
  [40 18 20]
  [41 19 21]]

 ...

 [[46 35 29]
  [42 31 25]
  [39 30 23]
  ...
  [66 53 36]
  [71 58 39]
  [76 63 44]]

 [[37 28 21]
  [42 33 26]
  [45 36 29]
  ...
  [69 53 37]
  [74 59 40]
  [78 63 44]]

 [[27 18 11]
  [39 30 23]
  [47 38 31]
  ...
  [70 54 38]
  [73 58 39]
  [77 62 43]]]"
104,24.jpg,197,453,52,91,"[[[54 42 30]
  [56 44 32]
  [58 46 34]
  ...
  [38 18 20]
  [38 16 18]
  [38 16 18]]

 [[61 49 37]
  [61 49 37]
  [61 49 37]
  ...
  [37 17 19]
  [40 18 20]
  [40 18 20]]

 [[64 52 40]
  [62 50 38]
  [59 46 37]
  ...
  [36 16 18]
  [40 18 20]
  [41 19 21]]

 ...

 [[46 35 29]
  [42 31 25]
  [39 30 23]
  ...
  [66 53 36]
  [71 58 39]
  [76 63 44]]

 [[37 28 21]
  [42 33 26]
  [45 36 29]
  ...
  [69 53 37]
  [74 59 40]
  [78 63 44]]

 [[27 18 11]
  [39 30 23]
  [47 38 31]
  ...
  [70 54 38]
  [73 58 39]
  [77 62 43]]]"
105,24.jpg,33,578,214,233,"[[[54 42 30]
  [56 44 32]
  [58 46 34]
  ...
  [38 18 20]
  [38 16 18]
  [38 16 18]]

 [[61 49 37]
  [61 49 37]
  [61 49 37]
  ...
  [37 17 19]
  [40 18 20]
  [40 18 20]]

 [[64 52 40]
  [62 50 38]
  [59 46 37]
  ...
  [36 16 18]
  [40 18 20]
  [41 19 21]]

 ...

 [[46 35 29]
  [42 31 25]
  [39 30 23]
  ...
  [66 53 36]
  [71 58 39]
  [76 63 44]]

 [[37 28 21]
  [42 33 26]
  [45 36 29]
  ...
  [69 53 37]
  [74 59 40]
  [78 63 44]]

 [[27 18 11]
  [39 30 23]
  [47 38 31]
  ...
  [70 54 38]
  [73 58 39]
  [77 62 43]]]"
106,24.jpg,222,623,323,381,"[[[54 42 30]
  [56 44 32]
  [58 46 34]
  ...
  [38 18 20]
  [38 16 18]
  [38 16 18]]

 [[61 49 37]
  [61 49 37]
  [61 49 37]
  ...
  [37 17 19]
  [40 18 20]
  [40 18 20]]

 [[64 52 40]
  [62 50 38]
  [59 46 37]
  ...
  [36 16 18]
  [40 18 20]
  [41 19 21]]

 ...

 [[46 35 29]
  [42 31 25]
  [39 30 23]
  ...
  [66 53 36]
  [71 58 39]
  [76 63 44]]

 [[37 28 21]
  [42 33 26]
  [45 36 29]
  ...
  [69 53 37]
  [74 59 40]
  [78 63 44]]

 [[27 18 11]
  [39 30 23]
  [47 38 31]
  ...
  [70 54 38]
  [73 58 39]
  [77 62 43]]]"
107,25.jpg,748,289,92,72,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 95  85  93]
  [ 97  87  95]
  [100  87  96]
  ...
  [ 80  61  83]
  [ 77  58  80]
  [ 75  56  78]]

 [[ 96  86  94]
  [ 98  88  96]
  [102  89  98]
  ...
  [ 80  60  85]
  [ 78  58  83]
  [ 76  56  81]]

 [[ 97  87  95]
  [ 99  89  97]
  [103  90  99]
  ...
  [ 79  59  84]
  [ 79  59  86]
  [ 78  58  85]]]"
108,25.jpg,512,367,242,211,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 95  85  93]
  [ 97  87  95]
  [100  87  96]
  ...
  [ 80  61  83]
  [ 77  58  80]
  [ 75  56  78]]

 [[ 96  86  94]
  [ 98  88  96]
  [102  89  98]
  ...
  [ 80  60  85]
  [ 78  58  83]
  [ 76  56  81]]

 [[ 97  87  95]
  [ 99  89  97]
  [103  90  99]
  ...
  [ 79  59  84]
  [ 79  59  86]
  [ 78  58  85]]]"
109,25.jpg,286,584,454,318,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 95  85  93]
  [ 97  87  95]
  [100  87  96]
  ...
  [ 80  61  83]
  [ 77  58  80]
  [ 75  56  78]]

 [[ 96  86  94]
  [ 98  88  96]
  [102  89  98]
  ...
  [ 80  60  85]
  [ 78  58  83]
  [ 76  56  81]]

 [[ 97  87  95]
  [ 99  89  97]
  [103  90  99]
  ...
  [ 79  59  84]
  [ 79  59  86]
  [ 78  58  85]]]"
110,25.jpg,777,359,144,222,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 95  85  93]
  [ 97  87  95]
  [100  87  96]
  ...
  [ 80  61  83]
  [ 77  58  80]
  [ 75  56  78]]

 [[ 96  86  94]
  [ 98  88  96]
  [102  89  98]
  ...
  [ 80  60  85]
  [ 78  58  83]
  [ 76  56  81]]

 [[ 97  87  95]
  [ 99  89  97]
  [103  90  99]
  ...
  [ 79  59  84]
  [ 79  59  86]
  [ 78  58  85]]]"
111,25.jpg,222,476,273,162,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 95  85  93]
  [ 97  87  95]
  [100  87  96]
  ...
  [ 80  61  83]
  [ 77  58  80]
  [ 75  56  78]]

 [[ 96  86  94]
  [ 98  88  96]
  [102  89  98]
  ...
  [ 80  60  85]
  [ 78  58  83]
  [ 76  56  81]]

 [[ 97  87  95]
  [ 99  89  97]
  [103  90  99]
  ...
  [ 79  59  84]
  [ 79  59  86]
  [ 78  58  85]]]"
112,26.jpg,384,100,601,400,"[[[250 250 250]
  [250 250 250]
  [250 250 250]
  ...
  [249 249 249]
  [249 249 249]
  [249 249 249]]

 [[250 250 250]
  [250 250 250]
  [250 250 250]
  ...
  [250 250 250]
  [250 250 250]
  [250 250 250]]

 [[250 250 250]
  [250 250 250]
  [250 250 250]
  ...
  [248 248 248]
  [248 248 248]
  [248 248 248]]

 ...

 [[176 180 183]
  [177 181 184]
  [178 182 185]
  ...
  [156 164 177]
  [154 162 175]
  [153 161 174]]

 [[176 180 183]
  [177 181 184]
  [178 182 185]
  ...
  [157 165 178]
  [156 164 177]
  [155 163 176]]

 [[177 181 184]
  [177 181 184]
  [178 182 185]
  ...
  [158 166 179]
  [157 165 178]
  [156 164 177]]]"
113,26.jpg,103,407,874,542,"[[[250 250 250]
  [250 250 250]
  [250 250 250]
  ...
  [249 249 249]
  [249 249 249]
  [249 249 249]]

 [[250 250 250]
  [250 250 250]
  [250 250 250]
  ...
  [250 250 250]
  [250 250 250]
  [250 250 250]]

 [[250 250 250]
  [250 250 250]
  [250 250 250]
  ...
  [248 248 248]
  [248 248 248]
  [248 248 248]]

 ...

 [[176 180 183]
  [177 181 184]
  [178 182 185]
  ...
  [156 164 177]
  [154 162 175]
  [153 161 174]]

 [[176 180 183]
  [177 181 184]
  [178 182 185]
  ...
  [157 165 178]
  [156 164 177]
  [155 163 176]]

 [[177 181 184]
  [177 181 184]
  [178 182 185]
  ...
  [158 166 179]
  [157 165 178]
  [156 164 177]]]"
114,27.jpg,14,379,582,314,"[[[ 73  78  82]
  [ 76  81  85]
  [ 80  85  89]
  ...
  [ 87 101 114]
  [ 86  98 112]
  [ 83  95 109]]

 [[ 73  78  82]
  [ 77  82  86]
  [ 81  86  90]
  ...
  [ 89 103 116]
  [ 88 100 114]
  [ 85  97 111]]

 [[ 75  80  84]
  [ 78  83  87]
  [ 82  87  91]
  ...
  [ 92 106 119]
  [ 91 103 117]
  [ 88 100 114]]

 ...

 [[102 100 101]
  [110 108 109]
  [113 111 112]
  ...
  [216 207 202]
  [215 206 201]
  [208 199 194]]

 [[ 94  92  93]
  [110 108 109]
  [126 124 125]
  ...
  [202 193 188]
  [202 193 188]
  [197 188 183]]

 [[ 89  87  88]
  [112 110 111]
  [135 133 134]
  ...
  [191 182 177]
  [189 180 175]
  [182 173 168]]]"
115,27.jpg,965,229,34,81,"[[[ 73  78  82]
  [ 76  81  85]
  [ 80  85  89]
  ...
  [ 87 101 114]
  [ 86  98 112]
  [ 83  95 109]]

 [[ 73  78  82]
  [ 77  82  86]
  [ 81  86  90]
  ...
  [ 89 103 116]
  [ 88 100 114]
  [ 85  97 111]]

 [[ 75  80  84]
  [ 78  83  87]
  [ 82  87  91]
  ...
  [ 92 106 119]
  [ 91 103 117]
  [ 88 100 114]]

 ...

 [[102 100 101]
  [110 108 109]
  [113 111 112]
  ...
  [216 207 202]
  [215 206 201]
  [208 199 194]]

 [[ 94  92  93]
  [110 108 109]
  [126 124 125]
  ...
  [202 193 188]
  [202 193 188]
  [197 188 183]]

 [[ 89  87  88]
  [112 110 111]
  [135 133 134]
  ...
  [191 182 177]
  [189 180 175]
  [182 173 168]]]"
116,28.jpg,220,264,169,459,"[[[184 162 141]
  [190 168 147]
  [203 181 160]
  ...
  [ 72  82  21]
  [ 81  91  31]
  [ 83  94  36]]

 [[184 162 141]
  [190 168 147]
  [201 179 158]
  ...
  [ 72  82  21]
  [ 82  91  34]
  [ 84  95  37]]

 [[185 163 142]
  [189 167 146]
  [197 176 155]
  ...
  [ 72  82  22]
  [ 83  92  37]
  [ 86  97  41]]

 ...

 [[128 127 132]
  [130 129 134]
  [135 134 139]
  ...
  [ 89  89  89]
  [ 87  87  87]
  [ 85  85  85]]

 [[128 127 132]
  [131 130 135]
  [137 136 141]
  ...
  [ 90  90  90]
  [ 87  87  87]
  [ 85  85  85]]

 [[128 127 132]
  [132 131 136]
  [137 136 141]
  ...
  [ 91  91  91]
  [ 87  87  87]
  [ 85  85  85]]]"
117,28.jpg,411,440,98,176,"[[[184 162 141]
  [190 168 147]
  [203 181 160]
  ...
  [ 72  82  21]
  [ 81  91  31]
  [ 83  94  36]]

 [[184 162 141]
  [190 168 147]
  [201 179 158]
  ...
  [ 72  82  21]
  [ 82  91  34]
  [ 84  95  37]]

 [[185 163 142]
  [189 167 146]
  [197 176 155]
  ...
  [ 72  82  22]
  [ 83  92  37]
  [ 86  97  41]]

 ...

 [[128 127 132]
  [130 129 134]
  [135 134 139]
  ...
  [ 89  89  89]
  [ 87  87  87]
  [ 85  85  85]]

 [[128 127 132]
  [131 130 135]
  [137 136 141]
  ...
  [ 90  90  90]
  [ 87  87  87]
  [ 85  85  85]]

 [[128 127 132]
  [132 131 136]
  [137 136 141]
  ...
  [ 91  91  91]
  [ 87  87  87]
  [ 85  85  85]]]"
118,29.jpg,268,14,395,487,"[[[250 255 249]
  [250 255 249]
  [250 255 249]
  ...
  [ 52  55  38]
  [ 52  55  38]
  [ 52  55  38]]

 [[250 255 249]
  [250 255 249]
  [250 255 249]
  ...
  [ 52  55  38]
  [ 52  55  38]
  [ 52  55  38]]

 [[250 255 249]
  [250 255 249]
  [250 255 249]
  ...
  [ 52  55  38]
  [ 52  55  38]
  [ 52  55  38]]

 ...

 [[ 22  23  18]
  [ 22  23  18]
  [ 21  22  17]
  ...
  [ 42  45  24]
  [ 41  44  23]
  [ 41  44  23]]

 [[ 22  23  18]
  [ 22  23  18]
  [ 21  22  17]
  ...
  [ 42  45  24]
  [ 41  44  23]
  [ 41  44  23]]

 [[ 22  23  18]
  [ 22  23  18]
  [ 21  22  17]
  ...
  [ 42  45  24]
  [ 41  44  23]
  [ 41  44  23]]]"
